cID_DI,BP,RI,sense,DVG_type,length_dvg,mean_read_counts,std_read_counts,mean_rpht,std_rpht,read_counts_virema,pBP_virema,pRI_virema,rpht_virema,read_counts_ditector,pBP_ditector,pRI_ditector,rpht_ditector,SampleID,Segment
-+_445_465,445,465,-+,3cb/sb,1062,1.0,0.0,1.6298466927031412,0.0290783238861089,1,5.714285714285714e-05,6.078657832350617e-05,1.6007683688170322,1,5.6947608200455584e-05,6.064649160046092e-05,1.6589250165892502,10312,M
-+_461_449,461,449,-+,3cb/sb,1062,1.0,0.0,1.6298466927031412,0.0290783238861089,1,5.995563283170454e-05,5.755395683453237e-05,1.6007683688170322,1,5.978715771852206e-05,5.736576411197797e-05,1.6589250165892502,10312,M
-+_469_104,469,104,-+,3cb/sb,1399,2.5,0.5,4.060077569814799,0.742227536636298,3,0.0001806140878988,0.0003323363243602,4.802305106451096,2,0.0001199904007679,0.0003119151590767,3.3178500331785004,10312,M
-+_478_526,478,526,-+,3cb/sb,968,1.0,0.0,1.6298466927031412,0.0290783238861089,1,6.044852807834129e-05,5.966587112171838e-05,1.6007683688170322,1,6.032818532818533e-05,5.943889681407513e-05,1.6589250165892502,10312,M
-+_545_684,545,684,-+,3cb/sb,743,6.0,2.0,9.72092350844663,3.0852234420896285,8,0.0004804227720393,0.0005099764135908,12.806146950536258,4,0.0002395496466642,0.0005075820062178,6.635700066357001,10312,M
-+_555_674,555,674,-+,3cb/sb,743,6.0,1.0,9.75000183233274,1.455376749386487,7,0.0004159980982944,0.0004369265339242,11.205378581719224,5,0.0002962611838596,0.0004354316994277,8.29462508294625,10312,M
-+_573_658,573,658,-+,3cb/sb,741,13.0,3.0,21.27524197679916,5.267558288628841,10,0.0006144393241167,0.0006188884762965,16.00768368817032,16,0.0009799118079372,0.0006158014656074,26.542800265428003,10312,M
-+_585_665,585,665,-+,3cb/sb,722,1.5,0.5,2.459309200997766,0.8585408321807341,1,6.242976651267325e-05,6.241028521500344e-05,1.6007683688170322,2,0.0001245019920318,6.216972334473111e-05,3.3178500331785004,10312,M
-+_676_553,676,553,-+,3cb/sb,743,2.0,0.0,3.2596933854062824,0.0581566477722179,2,0.0001270163851136,0.0001205836247437,3.2015367376340644,2,0.0001264462287412,0.0001202645820805,3.3178500331785004,10312,M
-+_714_628,714,628,-+,3cb/sb,630,1.0,0.0,1.6298466927031412,0.0290783238861089,1,6.059504332545598e-05,6.279829188646068e-05,1.6007683688170322,1,6.039376736320812e-05,6.250390649415588e-05,1.6589250165892502,10312,M
-+_900_489,900,489,-+,3cb/sb,583,3.5,0.5,5.719002586404049,0.916697479952952,3,0.0003604036520903,0.0001824706526367,4.802305106451096,4,0.000460988821021,0.0001819394748013,6.635700066357001,10312,M
-+_901_394,901,394,-+,3cb/sb,677,4.5,0.5,7.319770955221081,0.6840708888640799,5,0.0006173601679219,0.0002965247301624,8.00384184408516,4,0.0004734288081429,0.0002953860695929,6.635700066357001,10312,M
++_110_1272,110,1272,++,Deletion_forward,345,1.0,0.0,3.5606635741700936,0.0746425186029178,1,0.0003585514521333,0.0001851851851851,3.486021055567176,1,0.0003275466754012,0.000184706316956,3.6353060927730114,10312,NP
++_1194_1205,1194,1205,++,Deletion_forward,1496,1.0,0.0,3.5606635741700936,0.0746425186029178,1,0.0002184359982525,0.0002114164904862,3.486021055567176,1,0.0002177226213803,0.0002108370229812,3.6353060927730114,10312,NP
++_126_1125,126,1125,++,Deletion_forward,508,1.0,0.0,3.5606635741700936,0.0746425186029178,1,0.0003331112591605,0.0002329373398555,3.486021055567176,1,0.0003067484662576,0.0002325040688212,3.6353060927730114,10312,NP
++_127_1327,127,1327,++,Deletion_forward,307,1.0,0.0,3.5606635741700936,0.0746425186029178,1,0.0003312355084465,0.0002012477359629,3.486021055567176,1,0.0003054367745876,0.000197745699031,3.6353060927730114,10312,NP
++_1305_1335,1305,1335,++,Deletion_forward,1477,2.5,0.5,8.864337676123775,1.5937254905777527,3,0.0005480453050785,0.0006218905472636,10.458063166701528,2,0.0003610108303249,0.0006113715100876,7.270612185546023,10312,NP
++_131_1328,131,1328,++,Deletion_forward,310,1.0,0.0,3.5606635741700936,0.0746425186029178,1,0.0003260515161395,0.0002012072434607,3.486021055567176,1,0.0003019323671497,0.0001976675232259,3.6353060927730114,10312,NP
++_136_1285,136,1285,++,Deletion_forward,358,3.0,0.0,10.681990722510282,0.2239275558087534,3,0.0009457755359394,0.0005398596364945,10.458063166701528,3,0.000877449546651,0.0005358099660653,10.905918278319035,10312,NP
++_136_1294,136,1294,++,Deletion_forward,349,2.0,0.0,7.121327148340187,0.1492850372058356,2,0.0006305170239596,0.0003677822728944,6.972042111134352,2,0.000584966364434,0.0003652300949598,7.270612185546023,10312,NP
++_136_1305,136,1305,++,Deletion_forward,338,2.0,0.0,7.121327148340187,0.1492850372058356,2,0.0006305170239596,0.000365363536719,6.972042111134352,2,0.000584966364434,0.0003610108303249,7.270612185546023,10312,NP
++_144_1226,144,1226,++,Deletion_forward,425,1.0,0.0,3.5606635741700936,0.0746425186029178,1,0.0003059975520195,0.0002023881805302,3.486021055567176,1,0.0002860411899313,0.0002021427127552,3.6353060927730114,10312,NP
++_145_1375,145,1375,++,Deletion_forward,277,1.5,0.5,5.3783166205566,1.8922955649894235,1,0.0003038590094196,0.0002344116268166,3.486021055567176,2,0.0005680204487361,0.0002282583884957,7.270612185546023,10312,NP
++_147_1337,147,1337,++,Deletion_forward,317,1.5,0.5,5.3783166205566,1.8922955649894235,1,0.0002958579881656,0.0002079866888519,3.486021055567176,2,0.0005544774050457,0.0002043735949315,7.270612185546023,10312,NP
++_150_1342,150,1342,++,Deletion_forward,315,3.5,0.5,12.499643768896789,2.0415806021952587,3,0.0008720930232558,0.0006297229219143,10.458063166701528,4,0.0010914051841746,0.0006184291898577,14.541224371092046,10312,NP
++_156_1344,156,1344,++,Deletion_forward,319,3.0,1.0,10.607348203907364,3.33673601836134,4,0.0011651616661811,0.0008429926238145,13.944084222268703,2,0.0005499037668408,0.0008278145695364,7.270612185546023,10312,NP
++_169_1333,169,1333,++,Deletion_forward,343,1.5,0.5,5.3783166205566,1.8922955649894235,1,0.0002699784017278,0.0002070393374741,3.486021055567176,2,0.0005133470225872,0.0002035416242621,7.270612185546023,10312,NP
++_181_1306,181,1306,++,Deletion_forward,382,2.0,0.0,7.121327148340187,0.1492850372058356,2,0.00050163029847,0.0003674444240308,6.972042111134352,2,0.0004788125448886,0.0003629764065335,7.270612185546023,10312,NP
++_190_1167,190,1167,++,Deletion_forward,530,2.5,0.5,8.938980194726692,1.9669380835923416,2,0.0004960317460317,0.0004357298474945,6.972042111134352,3,0.0007158196134574,0.000435066347618,10.905918278319035,10312,NP
++_190_1243,190,1243,++,Deletion_forward,454,1.0,0.0,3.5606635741700936,0.0746425186029178,1,0.0002480158730158,0.0001975894092076,3.486021055567176,1,0.0002386065378191,0.0001968116512497,3.6353060927730114,10312,NP
++_206_1233,206,1233,++,Deletion_forward,480,1.0,0.0,3.5606635741700936,0.0746425186029178,1,0.0002259887005649,0.0002058036633052,3.486021055567176,1,0.0002208480565371,0.0002049600327936,3.6353060927730114,10312,NP
++_206_807,206,807,++,Deletion_forward,906,2.5,0.5,8.864337676123775,1.5937254905777527,3,0.0006779661016949,0.0010252904989747,10.458063166701528,2,0.0004416961130742,0.0009868421052631,7.270612185546023,10312,NP
++_209_1459,209,1459,++,Deletion_forward,257,1.0,0.0,3.5606635741700936,0.0746425186029178,1,0.0002252252252252,0.0004539264639128,3.486021055567176,1,0.0002202643171806,0.0004222972972972,3.6353060927730114,10312,NP
++_215_1252,215,1252,++,Deletion_forward,470,2.0,1.0,7.195969666943105,3.7099486113759297,1,0.000230627306273,0.0001886080724254,3.486021055567176,3,0.0006799637352674,0.0001878287002253,10.905918278319035,10312,NP
++_215_1443,215,1443,++,Deletion_forward,279,2.5,1.5,9.01362271332961,5.527601657762435,1,0.000230627306273,0.0003766478342749,3.486021055567176,4,0.0009066183136899,0.0003538570417551,14.541224371092046,10312,NP
++_216_1247,216,1247,++,Deletion_forward,476,3.0,1.0,10.7566332411132,3.784591129978847,2,0.0004591368227731,0.0003958828186856,6.972042111134352,4,0.0009039548022598,0.0003941663381947,14.541224371092046,10312,NP
++_233_1269,233,1269,++,Deletion_forward,471,1.5,0.5,5.3783166205566,1.8922955649894235,1,0.0002384927259718,0.0001855631842642,3.486021055567176,2,0.0004719207173194,0.0001850481125092,7.270612185546023,10312,NP
++_234_1464,234,1464,++,Deletion_forward,277,1.5,0.5,5.3783166205566,1.8922955649894235,1,0.0002414875633904,0.0005224660397074,3.486021055567176,2,0.0004784688995215,0.0004814636494944,7.270612185546023,10312,NP
++_237_1228,237,1228,++,Deletion_forward,516,1.0,0.0,3.5606635741700936,0.0746425186029178,1,0.0002423654871546,0.0002052123948286,3.486021055567176,1,0.0002401536983669,0.0002047921359819,3.6353060927730114,10312,NP
++_239_1193,239,1193,++,Deletion_forward,553,1.0,0.0,3.5606635741700936,0.0746425186029178,1,0.0002406738868832,0.0002177226213803,3.486021055567176,1,0.0002382654276864,0.0002172024326672,3.6353060927730114,10312,NP
++_255_1322,255,1322,++,Deletion_forward,440,6.5,1.5,23.256277010009985,5.826171732174107,5,0.0011933174224343,0.0009825112988799,17.430105277835878,8,0.0019015925837889,0.0009669309611293,29.08244874218409,10312,NP
++_267_1395,267,1395,++,Deletion_forward,379,2.5,1.5,9.01362271332961,5.527601657762435,1,0.0002371916508538,0.0002797202797202,3.486021055567176,4,0.0009454029780193,0.0002691065662002,14.541224371092046,10312,NP
++_269_1316,269,1316,++,Deletion_forward,460,1.5,0.5,5.3783166205566,1.8922955649894235,1,0.000238379022646,0.0001930129318664,3.486021055567176,2,0.000474946568511,0.0001901502186727,7.270612185546023,10312,NP
++_275_1248,275,1248,++,Deletion_forward,534,5.0,2.0,17.952602908056303,7.4945397413547745,3,0.0007144558228149,0.0005870841487279,10.458063166701528,7,0.0016587677725118,0.0005847953216374,25.44714264941108,10312,NP
++_316_1193,316,1193,++,Deletion_forward,630,3.5,1.5,12.574286287499708,5.602244176365354,2,0.0004579803068468,0.0004354452427607,6.972042111134352,5,0.0011379153390987,0.0004344048653344,18.17653046386506,10312,NP
++_319_1114,319,1114,++,Deletion_forward,712,1.0,0.0,3.5606635741700936,0.0746425186029178,1,0.0002284148012791,0.0002347417840375,3.486021055567176,1,0.0002272727272727,0.0002342468962286,3.6353060927730114,10312,NP
++_323_1126,323,1126,++,Deletion_forward,704,1.5,0.5,5.3783166205566,1.8922955649894235,1,0.0002283626398721,0.0002304147465437,3.486021055567176,2,0.0004546487838145,0.0002298850574712,7.270612185546023,10312,NP
++_347_1275,347,1275,++,Deletion_forward,579,1.5,0.5,5.3783166205566,1.8922955649894235,1,0.0002274795268425,0.0001814882032667,3.486021055567176,2,0.0004534119247336,0.0001808318264014,7.270612185546023,10312,NP
++_368_1172,368,1172,++,Deletion_forward,703,2.5,1.5,9.01362271332961,5.527601657762435,1,0.0002282062984938,0.0002182929491377,3.486021055567176,4,0.0009109542245502,0.0002180549498473,14.541224371092046,10312,NP
++_369_427,369,427,++,Deletion_forward,1449,1.0,0.0,3.5606635741700936,0.0746425186029178,1,0.000228102189781,0.0002407897905128,3.486021055567176,1,0.0002276867030965,0.0002401536983669,3.6353060927730114,10312,NP
++_36_47,36,47,++,Deletion_forward,1496,1.0,0.0,3.5606635741700936,0.0746425186029178,1,0.0005851375073142,0.0005330490405117,3.486021055567176,1,0.0004901960784313,0.0004566210045662,3.6353060927730114,10312,NP
++_384_1447,384,1447,++,Deletion_forward,444,1.5,0.5,5.3783166205566,1.8922955649894235,1,0.0002257846014901,0.0003913894324853,3.486021055567176,2,0.0004503490204908,0.0003680529996319,7.270612185546023,10312,NP
++_386_979,386,979,++,Deletion_forward,914,1.0,0.0,3.5606635741700936,0.0746425186029178,1,0.0002305741295826,0.0002321801718133,3.486021055567176,1,0.0002299379167624,0.0002317497103128,3.6353060927730114,10312,NP
++_408_1033,408,1033,++,Deletion_forward,882,4.5,1.5,16.1349498616698,5.676886694968271,3,0.0007060484819957,0.0006735518634934,10.458063166701528,6,0.0014064697609001,0.0006717420510523,21.81183655663807,10312,NP
++_437_1231,437,1231,++,Deletion_forward,713,1.5,0.5,5.3783166205566,1.8922955649894235,1,0.0002418964683115,0.0002051282051282,3.486021055567176,2,0.0004827419744146,0.0002044571662236,7.270612185546023,10312,NP
++_48_1301,48,1301,++,Deletion_forward,254,1.0,0.0,3.5606635741700936,0.0746425186029178,1,0.0005313496280552,0.0001816200508536,3.486021055567176,1,0.0004555808656036,0.0001797591227754,3.6353060927730114,10312,NP
++_534_981,534,981,++,Deletion_forward,1060,2.5,0.5,8.938980194726692,1.9669380835923416,2,0.00048828125,0.0004627487274409,6.972042111134352,3,0.0007293946024799,0.0004623208506703,10.905918278319035,10312,NP
++_609_810,609,810,++,Deletion_forward,1306,1.0,0.0,3.5606635741700936,0.0746425186029178,1,0.0002244165170556,0.0003557452863749,3.486021055567176,1,0.0002222716159146,0.0003423485107839,3.6353060927730114,10312,NP
++_74_1308,74,1308,++,Deletion_forward,273,2.5,0.5,8.864337676123775,1.5937254905777527,3,0.0012510425354462,0.000556276654923,10.458063166701528,2,0.0007407407407407,0.0005502567865003,7.270612185546023,10312,NP
++_81_85,81,85,++,Deletion_forward,1503,2.0,0.0,7.121327148340187,0.1492850372058356,2,0.0007733952049497,0.0007578628268283,6.972042111134352,2,0.0006946856547412,0.0006802721088435,7.270612185546023,10312,NP
++_85_1290,85,1290,++,Deletion_forward,302,4.0,0.0,14.242654296680374,0.2985700744116712,4,0.0015157256536566,0.0007270083605961,13.944084222268703,4,0.001360544217687,0.0007220216606498,14.541224371092046,10312,NP
++_973_775,973,775,++,Insertion_forward,1705,1.0,0.0,3.5606635741700936,0.0746425186029178,1,0.0002314279102059,0.0003227888960619,3.486021055567176,1,0.0002311070025421,0.0003142677561282,3.6353060927730114,10312,NP
++_973_861,973,861,++,Insertion_forward,1619,1.5,0.5,5.3783166205566,1.8922955649894235,1,0.0002314279102059,0.0002335357309668,3.486021055567176,2,0.0004622140050843,0.0002339181286549,7.270612185546023,10312,NP
-+_1018_1114,1018,1114,-+,3cb/sb,882,1.0,0.0,3.5606635741700936,0.0746425186029178,1,0.0002274277916761,0.0002347417840375,3.486021055567176,1,0.0002269117313365,0.0002342468962286,3.6353060927730114,10312,NP
-+_1081_695,1081,695,-+,3cb/sb,1238,1.5,0.5,5.303674101953682,1.66836800918067,2,0.0004494382022471,0.0004894762604013,6.972042111134352,1,0.0002235636038452,0.0004800768122899,3.6353060927730114,10312,NP
-+_1240_643,1240,643,-+,3cb/sb,1131,2.0,0.0,7.121327148340187,0.1492850372058356,2,0.0004090816117815,0.0004598758335249,6.972042111134352,2,0.000406834825061,0.0004548555833522,7.270612185546023,10312,NP
-+_1279_1354,1279,1354,-+,3cb/sb,381,1.5,0.5,5.3783166205566,1.8922955649894235,1,0.0001798884691491,0.0002176752285589,3.486021055567176,2,0.0003581661891117,0.0002129925452609,7.270612185546023,10312,NP
-+_1280_420,1280,420,-+,3cb/sb,1314,1.0,0.0,3.5606635741700936,0.0746425186029178,1,0.0001792435920415,0.0002367984844896,3.486021055567176,1,0.0001781578478531,0.0002356823002592,3.6353060927730114,10312,NP
-+_398_190,398,190,-+,3cb/sb,2426,1.5,0.5,5.3783166205566,1.8922955649894235,1,0.000232450023245,0.0002480158730158,3.486021055567176,2,0.0004626416840157,0.0002386065378191,7.270612185546023,10312,NP
-+_636_1247,636,1247,-+,3cb/sb,1131,1.5,0.5,5.3783166205566,1.8922955649894235,1,0.0002262955419778,0.0001979414093428,3.486021055567176,2,0.000446229361892,0.0001970831690973,7.270612185546023,10312,NP
-+_679_676,679,676,-+,3cb/sb,1659,1.0,0.0,3.5606635741700936,0.0746425186029178,1,0.0002337540906965,0.0002323960027887,3.486021055567176,1,0.0002286759661559,0.0002286236854138,3.6353060927730114,10312,NP
-+_690_1086,690,1086,-+,3cb/sb,1238,2.0,0.0,7.121327148340187,0.1492850372058356,2,0.0004837929366231,0.0004425757911042,6.972042111134352,2,0.0004729250413809,0.00044120891242,7.270612185546023,10312,NP
-+_781_185,781,185,-+,3cb/sb,2048,1.0,0.0,3.5606635741700936,0.0746425186029178,1,0.0003242542153047,0.0002489419965148,3.486021055567176,1,0.0003142677561282,0.0002379252914584,3.6353060927730114,10312,NP
-+_798_168,798,168,-+,3cb/sb,2048,1.0,0.0,3.5606635741700936,0.0746425186029178,1,0.0003083564600678,0.0002703433360367,3.486021055567176,1,0.0002980625931445,0.0002570033410434,3.6353060927730114,10312,NP
-+_839_550,839,550,-+,3cb/sb,1625,1.0,0.0,3.5606635741700936,0.0746425186029178,1,0.0002781641168289,0.000254000508001,3.486021055567176,1,0.0002762430939226,0.000253164556962,3.6353060927730114,10312,NP
-+_869_868,869,868,-+,3cb/sb,1277,2.5,1.5,9.01362271332961,5.527601657762435,1,0.0002430724355858,0.0002433682161109,3.486021055567176,4,0.0009722897423432,0.0002432498175626,14.541224371092046,10312,NP
++_108_1066,108,1066,++,Deletion_forward,469,1.0,0.0,6.281596202124259,0.1405989041630704,1,0.0006587615283267,0.0003445899379738,6.140997297961189,1,0.0006265664160401,0.0003423485107839,6.4221951062873295,10312,NR
++_173_260,173,260,++,Deletion_forward,1340,1.0,0.0,6.281596202124259,0.1405989041630704,1,0.0004372540445999,0.0003382949932341,6.140997297961189,1,0.0004239084357778,0.0003369272237196,6.4221951062873295,10312,NR
++_176_1183,176,1183,++,Deletion_forward,420,1.0,0.0,6.281596202124259,0.1405989041630704,1,0.0004228329809725,0.0002858776443682,6.140997297961189,1,0.0004115226337448,0.0002844950213371,6.4221951062873295,10312,NR
++_183_1168,183,1168,++,Deletion_forward,442,1.0,0.0,6.281596202124259,0.1405989041630704,1,0.000400641025641,0.000285959393766,6.140997297961189,1,0.0003904724716907,0.0002851439977188,6.4221951062873295,10312,NR
++_184_1296,184,1296,++,Deletion_forward,315,1.0,0.0,6.281596202124259,0.1405989041630704,1,0.0004003202562049,0.0004009623095429,6.140997297961189,1,0.000390167772142,0.0003933910306845,6.4221951062873295,10312,NR
++_204_1149,204,1149,++,Deletion_forward,482,1.5,0.5,9.492693755267924,3.351696457306735,1,0.0003679175864606,0.0002912904165452,6.140997297961189,2,0.0007217610970768,0.0002900232018561,12.84439021257466,10312,NR
++_206_775,206,775,++,Deletion_forward,858,1.0,0.0,6.281596202124259,0.1405989041630704,1,0.0003669724770642,0.0004020908725371,6.140997297961189,1,0.0003604902667627,0.000400480576692,6.4221951062873295,10312,NR
++_237_1163,237,1163,++,Deletion_forward,501,6.0,2.0,37.970775021071695,13.40678582922694,4,0.0013472549680026,0.0011376564277588,24.563989191844755,8,0.0026702269692923,0.0011334655709832,51.37756085029864,10312,NR
++_242_1115,242,1115,++,Deletion_forward,554,2.5,0.5,15.77428995739218,3.492295361469804,2,0.0006743088334457,0.0006357279084551,12.281994595922376,3,0.0009990009990009,0.0006333122229259,19.266585318861985,10312,NR
++_304_980,304,980,++,Deletion_forward,751,8.0,0.0,50.25276961699407,1.124791233304563,8,0.0026578073089701,0.0030177291588079,49.12797838368951,8,0.0026463777704267,0.0029951329090228,51.37756085029864,10312,NR
++_307_969,307,969,++,Deletion_forward,765,2.5,0.5,15.77428995739218,3.492295361469804,2,0.000667556742323,0.0007908264136022,12.281994595922376,3,0.0009980039920159,0.0007864726700747,19.266585318861985,10312,NR
++_383_1050,383,1050,++,Deletion_forward,760,1.5,0.5,9.492693755267924,3.351696457306735,1,0.0003881987577639,0.0003511235955056,6.140997297961189,2,0.0007727975270479,0.0003496503496503,12.84439021257466,10312,NR
++_410_1106,410,1106,++,Deletion_forward,731,2.5,0.5,15.77428995739218,3.492295361469804,2,0.0007374631268436,0.0006365372374283,12.281994595922376,3,0.0010980966325036,0.000632911392405,19.266585318861985,10312,NR
++_481_972,481,972,++,Deletion_forward,936,1.0,0.0,6.281596202124259,0.1405989041630704,1,0.0004159733777038,0.0003892565200467,6.140997297961189,1,0.0004139072847682,0.0003862495171881,6.4221951062873295,10312,NR
++_73_1278,73,1278,++,Deletion_forward,222,1.5,0.5,9.492693755267924,3.351696457306735,1,0.0009025270758122,0.0003767897513187,6.140997297961189,2,0.0016750418760469,0.00037147102526,12.84439021257466,10312,NR
++_90_1218,90,1218,++,Deletion_forward,299,2.0,1.0,12.422593500085448,6.000398393798118,3,0.0023346303501945,0.0009017132551848,18.42299189388357,1,0.0007315288953913,0.0008939213349225,6.4221951062873295,10312,NR
-+_1022_806,1022,806,-+,3cb/sb,1026,1.0,0.0,6.281596202124259,0.1405989041630704,1,0.0003695491500369,0.0003846153846153,6.140997297961189,1,0.0003677822728944,0.0003828483920367,6.4221951062873295,10312,NR
-+_1048_1141,1048,1141,-+,3cb/sb,665,1.0,0.0,6.281596202124259,0.1405989041630704,1,0.0003532320734722,0.0002975304968759,6.140997297961189,1,0.000351617440225,0.0002962962962962,6.4221951062873295,10312,NR
-+_1062_808,1062,808,-+,3cb/sb,984,5.0,1.0,31.267382106458225,5.578601681308907,6,0.0020711080428028,0.0023068050749711,36.84598378776713,4,0.0013736263736263,0.0023032629558541,25.68878042514932,10312,NR
-+_1138_168,1138,168,-+,3cb/sb,1548,1.0,0.0,6.281596202124259,0.1405989041630704,1,0.0002941176470588,0.0004403346543372,6.140997297961189,1,0.0002928257686676,0.0004277159965782,6.4221951062873295,10312,NR
-+_162_1144,162,1144,-+,3cb/sb,1548,1.0,0.0,6.281596202124259,0.1405989041630704,1,0.0004612546125461,0.0003003905076599,6.140997297961189,1,0.0004470272686633,0.0002992220227408,6.4221951062873295,10312,NR
-+_799_1071,799,1071,-+,3cb/sb,984,5.0,1.0,31.54857991478436,6.984590722939608,4,0.0015860428231562,0.0013898540653231,24.563989191844755,6,0.0023612750885478,0.0013860013860013,38.53317063772397,10312,NR
-+_800_1028,800,1028,-+,3cb/sb,1026,1.0,0.0,6.281596202124259,0.1405989041630704,1,0.0003996802557953,0.0003681885125184,6.140997297961189,1,0.0003968253968253,0.000366568914956,6.4221951062873295,10312,NR
-+_817_1056,817,1056,-+,3cb/sb,981,1.0,0.0,6.281596202124259,0.1405989041630704,1,0.0003894080996884,0.0003536067892503,6.140997297961189,1,0.0003886513797123,0.0003524850193866,6.4221951062873295,10312,NR
++_130_630,130,630,++,Deletion_forward,348,3.0,1.0,5.665721586114353,1.8160882636883144,4,0.0003342245989304,0.0002710578030765,7.4818098498026675,2,0.0001585414189456,0.0002635219711443,3.849633322426039,10312,NS
++_166_532,166,532,++,Deletion_forward,482,1.0,0.0,1.8976345618318435,0.0271820993811763,1,7.086167800453515e-05,6.186204763377668e-05,1.8704524624506669,1,6.846970215679562e-05,6.171696599395174e-05,1.9248166612130195,10312,NS
++_177_587,177,587,++,Deletion_forward,438,1.0,0.0,1.8976345618318435,0.0271820993811763,1,6.948304613674263e-05,6.327111673521038e-05,1.8704524624506669,1,6.738090425173506e-05,6.312334301224592e-05,1.9248166612130195,10312,NS
++_214_649,214,649,++,Deletion_forward,413,1.5,0.5,2.860042892438353,0.989590429987686,1,5.834986579530867e-05,7.346998751010212e-05,1.8704524624506669,2,0.0001148501205926,7.226477814713109e-05,3.849633322426039,10312,NS
++_233_452,233,452,++,Deletion_forward,629,1.0,0.0,1.8976345618318435,0.0271820993811763,1,5.9059768485707536e-05,5.800800510470445e-05,1.8704524624506669,1,5.8524024111897934e-05,5.788376939106274e-05,1.9248166612130195,10312,NS
++_251_650,251,650,++,Deletion_forward,449,1.0,0.0,1.8976345618318435,0.0271820993811763,1,5.815644082582146e-05,7.374087456677236e-05,1.8704524624506669,1,5.788041905423396e-05,7.254788160185723e-05,1.9248166612130195,10312,NS
++_287_560,287,560,++,Deletion_forward,575,1.5,0.5,2.860042892438353,0.989590429987686,1,5.692167577413479e-05,6.182380216383307e-05,1.8704524624506669,2,0.0001135460429204,6.164468006411046e-05,3.849633322426039,10312,NS
++_292_521,292,521,++,Deletion_forward,619,1.5,0.5,2.860042892438353,0.989590429987686,1,5.697356426618049e-05,6.212723658051689e-05,1.8704524624506669,2,0.0001136621959536,6.194251734390486e-05,3.849633322426039,10312,NS
++_342_556,342,556,++,Deletion_forward,634,2.5,0.5,4.757677454270196,1.016772529368862,2,0.0001115511182999,0.0001241233786383,3.7409049249013338,3,0.0001667037119359,0.0001238313417125,5.774449983639058,10312,NS
++_366_506,366,506,++,Deletion_forward,708,2.5,0.5,4.757677454270196,1.016772529368862,2,0.0001103326529486,0.0001162790697674,3.7409049249013338,3,0.0001651254953764,0.0001159084323384,5.774449983639058,10312,NS
++_373_391,373,391,++,Deletion_forward,830,1.0,0.0,1.8976345618318435,0.0271820993811763,1,5.55247084952804e-05,5.547850208044383e-05,1.8704524624506669,1,5.536485439043296e-05,5.536485439043296e-05,1.9248166612130195,10312,NS
++_378_438,378,438,++,Deletion_forward,788,1.0,0.0,1.8976345618318435,0.0271820993811763,1,5.536791982725209e-05,5.491186645434078e-05,1.8704524624506669,1,5.521506266909613e-05,5.474652359575167e-05,1.9248166612130195,10312,NS
++_396_541,396,541,++,Deletion_forward,703,1.5,0.5,2.860042892438353,0.989590429987686,1,5.465675557498907e-05,6.173601679219657e-05,1.8704524624506669,2,0.0001089799476896,6.150818058801821e-05,3.849633322426039,10312,NS
++_415_493,415,493,++,Deletion_forward,770,2.0,1.0,3.822451223044863,1.9519987605941955,1,5.55000555000555e-05,5.881660981061052e-05,1.8704524624506669,3,0.0001660761736049,5.8585740230827815e-05,5.774449983639058,10312,NS
++_433_623,433,623,++,Deletion_forward,658,3.0,1.0,5.720085784876706,1.979180859975372,2,0.0001109508487739,0.0001291739327003,3.7409049249013338,4,0.0002214226404649,0.0001281394156842,7.699266644852078,10312,NS
++_49_568,49,568,++,Deletion_forward,329,1.5,0.5,2.860042892438353,0.989590429987686,1,0.0001565435190983,6.109855196431844e-05,1.8704524624506669,2,0.000277854959711,6.090504902856447e-05,3.849633322426039,10312,NS
++_516_631,516,631,++,Deletion_forward,733,1.0,0.0,1.8976345618318435,0.0271820993811763,1,5.881660981061052e-05,6.727211570803902e-05,1.8704524624506669,1,5.8640708379757225e-05,6.598482349059716e-05,1.9248166612130195,10312,NS
++_64_511,64,511,++,Deletion_forward,401,2.0,1.0,3.7680870242825097,1.8432703630694904,3,0.0004345307068366,0.0001721763085399,5.611357387352,1,0.0001293995859213,0.0001715756362596,1.9248166612130195,10312,NS
-+_164_264,164,264,-+,3cb/sb,1268,2.0,1.0,3.822451223044863,1.9519987605941955,1,7.11439954467843e-05,5.950964056177101e-05,1.8704524624506669,3,0.0002063131834124,5.93401376691194e-05,5.774449983639058,10312,NS
-+_218_553,218,553,-+,3cb/sb,925,1.0,0.0,1.8976345618318435,0.0271820993811763,1,5.754733268113023e-05,6.180851721367204e-05,1.8704524624506669,1,5.669898508816692e-05,6.161049842893228e-05,1.9248166612130195,10312,NS
-+_219_552,219,552,-+,3cb/sb,925,5.0,1.0,9.515354908540392,2.033545058737724,4,0.0002297926121675,0.0002463357556349,7.4818098498026675,6,0.0003395201448619,0.0002454891371056,11.548899967278116,10312,NS
-+_268_685,268,685,-+,3cb/sb,743,1.5,0.5,2.8328607930571765,0.9080441318441572,2,0.0001153402537485,0.0001663478333194,3.7409049249013338,1,5.746796161140164e-05,0.0001625487646293,1.9248166612130195,10312,NS
-+_327_356,327,356,-+,3cb/sb,1013,1.0,0.0,1.8976345618318435,0.0271820993811763,1,5.484260173302621e-05,5.379814934366258e-05,1.8704524624506669,1,5.466870763175159e-05,5.365958360163125e-05,1.9248166612130195,10312,NS
